PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcHelp;uncalcHelp;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;helpUncalc;noUncalc;helpCalc;noCalc;helpHid;noHelpHid;gender;age;Condition;RecordedDate
1565;419;;;;;;;;;;;;;;;0;1;0;0;0;1;0;10;2;10;10;;;2;56;5;20/11/2023 11:20
1566;419;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;40;4;20/11/2023 11:21
1567;419;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;5;5;2;25;6;20/11/2023 11:22
1568;419;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;28;3;20/11/2023 11:23
1569;419;0;0;1;0;0;1;1;;;1;;1;1;25;;;;;;;;;;;;;;2;21;4;20/11/2023 11:24
1570;420;;;;;;;;;;;;;;;0;1;1;1;1;0;1;5;5;10;5;;;2;33;5;20/11/2023 11:25
1571;420;1;1;0;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;22;4;20/11/2023 11:27
1572;420;;;;;;;;;;;;;;;1;1;0;1;1;1;1;5;0;4;2;;;2;29;5;20/11/2023 11:27
1573;420;1;1;1;0;0;1;1;0;1;1;;;;83;;;;;;;;;;;;;;1;25;3;20/11/2023 11:28
1574;420;1;1;1;1;0;1;1;;;1;;1;1;45;;;;;;;;;;;;;;2;35;4;20/11/2023 11:29
1575;420;;;;;;;;;;;;;;;1;1;1;0;1;1;1;0;0;5;0;;;2;30;5;20/11/2023 11:31
1576;420;1;1;1;0;0;1;1;;;1;;0;1;40;;;;;;;;;;;;;;2;65;4;20/11/2023 11:31
1577;420;1;1;1;1;1;1;1;;;;1;0;0;50;;;;;;;;;;;;;;2;33;4;20/11/2023 11:32
1578;421;1;1;1;1;1;1;1;1;0;;1;;;0;;;;;;;;;;;;;;2;23;3;20/11/2023 11:35
1579;421;1;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;52;3;20/11/2023 11:35
1580;421;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;37;4;20/11/2023 11:38
1581;421;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;1;30;5;20/11/2023 11:39
1582;422;;;;;;;;;;;;;;;1;0;1;1;1;1;1;8;2;6;5;;;2;24;5;20/11/2023 11:40
1583;422;1;0;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;36;3;20/11/2023 11:41
1584;422;0;1;1;0;1;1;1;1;1;1;;;;80;;;;;;;;;;;;;;1;38;3;20/11/2023 11:42
1585;422;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;27;3;20/11/2023 11:42
1586;422;0;1;0;0;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;29;3;20/11/2023 11:43
1587;423;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;3;33;6;20/11/2023 11:43
1588;423;0;1;0;0;0;0;1;0;0;;1;;;75;;;;;;;;;;;;;;2;36;3;20/11/2023 11:46
1589;423;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;0;2;34;6;20/11/2023 11:47
1590;423;;;;;;;;;;;;;;;1;1;1;0;1;1;1;2;0;4;3;;;2;29;5;20/11/2023 11:47
1591;424;;;;;;;;;;;;;;;1;1;1;0;0;1;1;;;;;10;10;1;44;6;20/11/2023 11:49
1592;424;;;;;;;;;;;;;;;0;0;1;1;1;0;0;;;;;0;0;1;22;6;20/11/2023 11:50
1593;424;0;0;0;1;1;0;1;;;;1;1;0;50;;;;;;;;;;;;;;1;30;4;20/11/2023 11:51
1594;424;1;1;1;1;0;1;1;1;0;;0;;;0;;;;;;;;;;;;;;1;23;3;20/11/2023 11:53
1595;424;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;10;10;2;57;6;20/11/2023 11:53
1596;424;;;;;;;;;;;;;;;1;0;1;1;1;0;1;2;0;2;0;;;2;31;5;20/11/2023 11:53
1597;425;0;0;1;0;1;0;1;;;1;;1;1;30;;;;;;;;;;;;;;2;40;4;20/11/2023 11:53
1598;425;1;1;1;1;0;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;44;3;20/11/2023 11:54
1599;425;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;28;3;20/11/2023 11:55
1600;426;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;10;10;1;24;6;20/11/2023 11:55
1601;426;1;1;1;1;1;0;1;1;1;1;;;;30;;;;;;;;;;;;;;2;49;3;20/11/2023 11:57
1602;426;1;1;1;1;1;1;1;;;0;;0;1;50;;;;;;;;;;;;;;1;64;4;20/11/2023 11:57
1603;426;1;1;0;0;1;1;1;0;1;0;;;;1;;;;;;;;;;;;;;2;34;3;20/11/2023 11:57
1604;426;;;;;;;;;;;;;;;0;1;1;0;1;1;1;1;2;1;2;;;2;21;5;20/11/2023 11:59
1605;426;;;;;;;;;;;;;;;0;1;1;1;1;1;1;2;2;3;2;;;1;44;5;20/11/2023 12:02
1606;426;;;;;;;;;;;;;;;1;1;1;1;0;1;1;5;0;10;0;;;2;21;5;20/11/2023 12:08
1607;427;0;0;0;0;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;62;3;20/11/2023 12:09
1608;427;;;;;;;;;;;;;;;1;1;1;1;0;0;1;4;0;6;0;;;2;40;5;20/11/2023 12:09
1609;427;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;44;4;20/11/2023 12:12
1610;427;0;0;0;0;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;61;3;20/11/2023 12:13
1611;427;;;;;;;;;;;;;;;0;0;0;0;1;0;1;;;;;10;10;1;73;6;20/11/2023 12:15
1612;427;;;;;;;;;;;;;;;1;0;1;1;1;1;1;2;3;5;7;;;2;27;5;20/11/2023 12:16
1613;427;;;;;;;;;;;;;;;1;0;1;1;1;0;1;0;0;0;5;;;2;22;5;20/11/2023 12:17
1614;427;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;0;2;50;6;20/11/2023 12:18
1615;427;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;0;0;2;26;6;20/11/2023 12:18
1616;428;;;;;;;;;;;;;;;1;0;0;1;1;0;0;;;;;5;5;2;33;6;20/11/2023 12:22
1617;428;0;1;0;0;0;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;48;4;20/11/2023 12:22
1618;428;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;2;43;6;20/11/2023 12:23
1619;428;;;;;;;;;;;;;;;0;1;1;1;1;1;0;0;0;0;0;;;2;54;5;20/11/2023 12:24
1620;429;0;1;0;1;0;1;1;;;1;;1;1;100;;;;;;;;;;;;;;1;50;4;20/11/2023 12:24
1621;429;1;1;1;0;1;1;1;;;1;;1;1;25;;;;;;;;;;;;;;2;33;4;20/11/2023 12:26
1622;429;0;1;1;0;0;0;1;;;;1;1;0;50;;;;;;;;;;;;;;2;47;4;20/11/2023 12:27
1623;429;;;;;;;;;;;;;;;0;0;0;0;0;1;1;6;2;10;4;;;1;58;5;20/11/2023 12:30
1624;429;1;0;1;1;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;2;39;3;20/11/2023 12:30
1625;429;;;;;;;;;;;;;;;1;0;1;1;1;0;1;10;0;10;0;;;1;28;5;20/11/2023 12:33
1626;429;1;0;1;0;0;1;1;;;1;;1;1;51;;;;;;;;;;;;;;2;38;4;20/11/2023 12:36
1627;429;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;5;0;;;2;29;5;20/11/2023 12:37
1628;429;;;;;;;;;;;;;;;0;0;1;1;1;0;1;4;1;5;1;;;2;46;5;20/11/2023 12:38
1629;429;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;4;0;2;41;6;20/11/2023 12:40
1630;429;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;5;4;1;35;6;20/11/2023 12:44
1631;429;;;;;;;;;;;;;;;0;0;1;1;1;0;1;5;6;10;1;;;1;42;5;20/11/2023 12:45
1632;430;;;;;;;;;;;;;;;1;1;0;0;0;0;0;3;4;4;6;;;2;33;5;20/11/2023 12:46
1633;430;1;0;1;0;0;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;31;4;20/11/2023 12:46
1634;430;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;10;5;1;36;6;20/11/2023 12:47
1635;430;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;0;10;0;;;1;28;5;20/11/2023 12:47
1636;430;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;5;10;1;;;1;38;5;20/11/2023 12:49
1637;430;;;;;;;;;;;;;;;0;0;1;1;1;1;1;5;5;5;5;;;2;44;5;20/11/2023 12:50
1638;430;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;5;5;5;;;2;23;5;20/11/2023 12:53
1639;430;1;0;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;34;4;20/11/2023 12:53
1640;430;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;10;0;1;41;6;20/11/2023 12:53
1641;430;1;0;0;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;31;3;20/11/2023 12:54
1642;430;1;1;1;1;1;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;32;3;20/11/2023 12:57
1643;430;;;;;;;;;;;;;;;1;1;1;1;1;0;1;5;5;5;5;;;2;37;5;20/11/2023 12:58
1644;430;;;;;;;;;;;;;;;0;0;1;1;0;0;1;;;;;5;5;2;27;6;20/11/2023 12:59
1645;431;0;0;1;0;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;1;42;3;20/11/2023 12:59
1646;431;;;;;;;;;;;;;;;1;1;1;1;0;0;0;;;;;10;10;2;59;6;20/11/2023 13:00
1647;431;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;10;10;10;;;2;42;5;20/11/2023 13:02
1648;431;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;10;2;66;6;20/11/2023 13:03
1649;431;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;5;10;0;;;2;33;5;20/11/2023 13:03
1650;431;1;0;1;1;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;1;43;4;20/11/2023 13:04
1651;432;1;1;1;1;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;1;53;4;20/11/2023 13:04
1652;432;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;2;10;2;27;6;20/11/2023 13:06
1653;432;;;;;;;;;;;;;;;1;1;1;1;0;1;0;5;5;10;5;;;2;33;5;20/11/2023 13:08
1654;432;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;30;4;20/11/2023 13:09
1655;432;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;3;2;;;2;30;5;20/11/2023 13:09
1656;433;0;0;1;1;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;2;57;3;20/11/2023 13:11
1657;433;;;;;;;;;;;;;;;0;0;1;1;1;0;1;10;0;10;0;;;2;29;5;20/11/2023 13:13
1658;433;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;37;3;20/11/2023 13:15
1659;433;0;1;1;1;1;1;1;0;1;1;;;;20;;;;;;;;;;;;;;2;28;3;20/11/2023 13:15
1660;433;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;0;2;29;6;20/11/2023 13:19
1661;433;1;0;1;1;0;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;31;4;20/11/2023 13:19
1662;434;0;1;0;0;1;0;0;;;1;;0;1;50;;;;;;;;;;;;;;1;68;4;20/11/2023 13:19
1663;434;1;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;45;4;20/11/2023 13:20
1664;435;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;5;5;5;;;1;50;5;20/11/2023 13:20
1665;435;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;37;3;20/11/2023 13:21
1666;435;0;1;1;0;1;0;1;;;;0;0;0;0;;;;;;;;;;;;;;2;59;4;20/11/2023 13:25
1667;435;0;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;34;4;20/11/2023 13:25
1668;436;;;;;;;;;;;;;;;1;1;1;0;1;1;1;5;2;10;0;;;1;51;5;20/11/2023 13:26
1669;436;1;1;0;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;25;3;20/11/2023 13:26
1670;437;0;1;0;1;0;1;1;;;1;;0;1;30;;;;;;;;;;;;;;2;49;4;20/11/2023 13:27
1671;437;1;0;0;0;1;1;0;1;1;0;;;;45;;;;;;;;;;;;;;2;53;3;20/11/2023 13:29
1672;437;0;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;34;4;20/11/2023 13:29
1673;437;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;5;2;23;6;20/11/2023 13:31
1674;437;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;0;2;40;6;20/11/2023 13:32
1675;437;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;2;2;2;36;6;20/11/2023 13:39
1676;437;;;;;;;;;;;;;;;1;1;1;1;0;1;1;1;0;1;1;;;1;26;5;20/11/2023 13:42
1677;438;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;10;10;2;25;6;20/11/2023 13:42
1678;438;;;;;;;;;;;;;;;1;0;1;1;1;1;1;10;0;5;5;;;2;47;5;20/11/2023 13:42
1679;438;1;0;0;1;1;1;0;0;1;1;;;;50;;;;;;;;;;;;;;2;34;3;20/11/2023 13:42
1680;439;0;1;1;1;1;1;1;;;1;;1;1;55;;;;;;;;;;;;;;1;20;4;20/11/2023 13:44
1681;439;;;;;;;;;;;;;;;1;0;1;1;1;1;0;;;;;6;4;2;34;6;20/11/2023 13:46
1682;439;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;8;8;2;42;6;20/11/2023 13:46
1683;440;;;;;;;;;;;;;;;0;0;1;1;1;1;1;5;0;5;0;;;2;35;5;20/11/2023 13:46
1684;440;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;30;3;20/11/2023 13:47
1685;440;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;22;4;20/11/2023 13:51
1686;440;0;1;1;1;1;1;1;;;1;;1;1;45;;;;;;;;;;;;;;2;28;4;20/11/2023 13:51
1687;440;1;1;1;0;1;1;1;;;1;;1;1;23;;;;;;;;;;;;;;2;33;4;20/11/2023 13:51
1688;441;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;25;3;20/11/2023 13:53
1689;441;1;0;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;35;4;20/11/2023 13:57
1690;441;0;1;0;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;26;4;20/11/2023 13:57
1691;441;0;0;1;1;1;1;0;1;1;1;;;;50;;;;;;;;;;;;;;1;24;3;20/11/2023 14:02
1692;441;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;2;26;6;20/11/2023 14:03
1693;441;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;0;0;2;39;6;20/11/2023 14:05
1694;441;0;0;0;1;0;1;0;0;1;1;;;;50;;;;;;;;;;;;;;2;32;3;20/11/2023 14:05
1695;442;;;;;;;;;;;;;;;0;1;1;1;1;1;0;;;;;8;6;2;46;6;20/11/2023 14:05
1696;442;0;0;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;33;3;20/11/2023 14:08
1697;442;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;30;3;20/11/2023 14:19
1698;442;;;;;;;;;;;;;;;0;0;0;1;1;1;1;0;2;4;0;;;2;70;5;20/11/2023 14:19
1699;442;;;;;;;;;;;;;;;0;1;0;1;1;1;1;10;0;10;0;;;2;42;5;20/11/2023 14:20
1700;443;1;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;47;4;20/11/2023 14:21
1701;443;1;0;1;0;1;1;1;1;1;1;;;;60;;;;;;;;;;;;;;2;35;3;20/11/2023 14:23
1702;443;1;1;1;1;0;1;1;;;1;;1;1;30;;;;;;;;;;;;;;1;23;4;20/11/2023 14:23
1703;443;1;1;1;1;1;1;1;1;0;;1;;;45;;;;;;;;;;;;;;1;19;3;20/11/2023 14:26
1704;443;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;2;2;1;31;6;20/11/2023 14:27
1705;443;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;50;3;20/11/2023 14:27
1706;444;1;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;2;36;4;20/11/2023 14:30
1707;444;;;;;;;;;;;;;;;0;0;1;0;1;0;1;5;0;10;0;;;2;56;5;20/11/2023 14:33
1708;444;;;;;;;;;;;;;;;0;0;1;1;1;1;1;10;10;10;10;;;1;32;5;20/11/2023 14:34
1709;444;1;1;1;1;1;1;1;1;1;1;;;;30;;;;;;;;;;;;;;1;44;3;20/11/2023 14:35
1710;444;0;0;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;41;4;20/11/2023 14:36
1711;444;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;5;0;;;1;48;5;20/11/2023 14:36
1712;444;1;0;0;1;1;1;1;1;0;;1;;;20;;;;;;;;;;;;;;2;24;3;20/11/2023 14:36
1713;445;;;;;;;;;;;;;;;0;0;1;1;1;1;0;10;0;10;0;;;2;33;5;20/11/2023 14:36
1714;445;;;;;;;;;;;;;;;1;1;1;1;0;1;1;4;2;4;1;;;1;23;5;20/11/2023 14:38
1715;445;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;5;5;5;;;2;23;5;20/11/2023 14:38
1716;445;;;;;;;;;;;;;;;1;0;0;1;1;1;1;0;3;10;5;;;1;26;5;20/11/2023 14:44
1717;446;;;;;;;;;;;;;;;0;1;1;1;1;1;0;10;5;5;0;;;2;48;5;20/11/2023 14:44
1718;446;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;5;0;;;1;60;5;20/11/2023 14:44
1719;446;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;0;10;0;;;1;42;5;20/11/2023 14:45
1720;446;;;;;;;;;;;;;;;0;1;0;1;1;1;1;;;;;10;10;1;66;6;20/11/2023 14:46
1721;446;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;6;2;1;44;6;20/11/2023 14:47
1722;446;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;5;10;10;;;1;23;5;20/11/2023 14:47
1723;446;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;6;6;1;33;6;20/11/2023 14:48
1724;447;1;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;35;3;20/11/2023 14:51
1725;447;1;0;1;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;56;4;20/11/2023 14:54
1726;447;;;;;;;;;;;;;;;0;1;0;1;1;1;1;;;;;10;10;2;50;6;20/11/2023 14:54
1727;447;;;;;;;;;;;;;;;1;0;1;1;1;1;1;5;2;5;2;;;1;56;5;20/11/2023 14:55
1728;447;;;;;;;;;;;;;;;0;1;1;0;1;0;1;3;3;3;3;;;2;33;5;20/11/2023 14:55
1729;447;;;;;;;;;;;;;;;0;1;1;0;1;0;0;10;10;10;0;;;2;36;5;20/11/2023 14:56
1730;447;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;2;10;1;;;2;39;5;20/11/2023 15:02
1731;448;1;1;1;0;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;50;3;20/11/2023 15:03
1732;448;1;1;1;1;1;1;1;1;1;1;;;;40;;;;;;;;;;;;;;1;30;3;20/11/2023 15:04
1733;448;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;8;5;;;2;19;5;20/11/2023 15:04
1734;448;;;;;;;;;;;;;;;0;1;1;0;0;1;0;4;6;4;6;;;1;40;5;20/11/2023 15:06
1735;448;1;1;0;1;0;1;0;1;1;1;;;;50;;;;;;;;;;;;;;2;57;3;20/11/2023 15:06
1736;448;1;1;1;1;0;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;43;4;20/11/2023 15:09
1737;448;;;;;;;;;;;;;;;0;1;1;1;1;1;0;10;0;10;0;;;2;31;5;20/11/2023 15:10
1738;448;0;1;1;0;0;0;0;0;1;1;;;;50;;;;;;;;;;;;;;2;53;3;20/11/2023 15:10
1739;448;;;;;;;;;;;;;;;1;0;1;1;1;0;1;10;4;10;5;;;2;28;5;20/11/2023 15:15
1740;448;0;0;1;1;1;0;1;1;0;;1;;;100;;;;;;;;;;;;;;1;33;3;20/11/2023 15:16
1741;448;0;1;1;1;1;1;1;;;;1;1;0;49;;;;;;;;;;;;;;1;38;4;20/11/2023 15:17
1742;448;1;1;1;0;1;1;1;;;0;;0;1;39;;;;;;;;;;;;;;1;24;4;20/11/2023 15:18
1743;449;;;;;;;;;;;;;;;0;1;0;1;1;1;1;8;2;10;0;;;1;64;5;20/11/2023 15:19
1744;449;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;10;10;1;45;6;20/11/2023 15:27
1745;449;;;;;;;;;;;;;;;1;1;1;0;0;1;0;8;0;8;0;;;2;59;5;20/11/2023 15:29
1746;449;1;1;1;1;0;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;28;4;20/11/2023 15:29
1747;449;0;0;0;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;42;3;20/11/2023 15:31
1748;450;;;;;;;;;;;;;;;1;1;1;0;0;1;1;8;4;8;4;;;1;27;5;20/11/2023 15:33
1749;450;1;1;1;1;0;1;1;;;1;;1;1;30;;;;;;;;;;;;;;2;47;4;20/11/2023 15:33
1750;451;0;1;1;1;0;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;38;4;20/11/2023 15:33
1751;451;;;;;;;;;;;;;;;0;0;1;0;1;1;0;5;5;5;5;;;1;49;5;20/11/2023 15:34
1752;451;0;1;1;1;1;1;1;;;1;;1;1;40;;;;;;;;;;;;;;2;34;4;20/11/2023 15:35
1753;451;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;5;5;2;37;6;20/11/2023 15:36
1754;451;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;32;3;20/11/2023 15:36
1755;451;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;29;6;20/11/2023 15:37
1756;452;;;;;;;;;;;;;;;1;1;1;0;1;1;0;;;;;4;0;2;45;6;20/11/2023 15:38
1757;452;;;;;;;;;;;;;;;1;1;1;1;1;0;1;5;0;5;5;;;2;30;5;20/11/2023 15:41
1758;452;1;1;1;1;1;1;1;;;;1;1;0;0;;;;;;;;;;;;;;2;34;4;20/11/2023 15:45
1759;452;0;1;0;1;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;2;25;4;20/11/2023 15:48
1760;452;0;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;55;4;20/11/2023 15:48
1761;453;;;;;;;;;;;;;;;1;1;0;0;0;0;0;4;2;6;9;;;1;43;5;20/11/2023 15:49
1762;453;0;1;1;0;1;0;0;;;1;;1;1;50;;;;;;;;;;;;;;1;27;4;20/11/2023 15:52
1763;453;1;1;1;1;1;1;1;1;1;1;;;;20;;;;;;;;;;;;;;2;45;3;20/11/2023 15:52
1764;453;1;1;1;1;1;1;1;;;0;;0;1;50;;;;;;;;;;;;;;1;31;4;20/11/2023 15:53
1765;453;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;5;0;;;1;54;5;20/11/2023 15:56
1766;453;;;;;;;;;;;;;;;0;1;1;1;0;0;0;;;;;10;10;1;66;6;20/11/2023 15:56
1767;454;1;1;1;1;1;1;1;;;1;;1;1;33;;;;;;;;;;;;;;1;47;4;20/11/2023 15:59
1768;454;;;;;;;;;;;;;;;0;0;1;1;1;0;1;6;0;6;0;;;2;27;5;20/11/2023 16:03
1769;454;;;;;;;;;;;;;;;1;1;1;0;1;1;0;;;;;5;5;2;47;6;20/11/2023 16:04
1770;454;1;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;34;3;20/11/2023 16:06
1771;454;;;;;;;;;;;;;;;1;1;1;1;1;0;1;2;2;2;2;;;2;37;5;20/11/2023 16:08
1772;454;;;;;;;;;;;;;;;0;1;1;0;1;0;1;3;2;6;5;;;1;31;5;20/11/2023 16:09
1773;455;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;0;10;5;;;2;44;5;20/11/2023 16:09
1774;455;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;31;6;20/11/2023 16:11
1775;455;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;39;4;20/11/2023 16:11
1776;455;0;0;0;1;0;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;42;4;20/11/2023 16:12
1777;456;;;;;;;;;;;;;;;0;1;0;0;1;0;1;;;;;6;4;1;53;6;20/11/2023 16:12
1778;456;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;41;6;20/11/2023 16:13
1779;456;;;;;;;;;;;;;;;0;0;0;1;1;0;1;5;0;5;5;;;2;53;5;20/11/2023 16:13
1780;456;0;0;1;0;1;0;1;;;1;;0;1;30;;;;;;;;;;;;;;3;30;4;20/11/2023 16:13
1781;456;;;;;;;;;;;;;;;0;1;0;1;0;1;1;2;1;6;1;;;1;49;5;20/11/2023 16:16
1782;457;1;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;30;4;20/11/2023 16:16
1783;457;1;0;1;0;0;1;0;;;1;;1;1;100;;;;;;;;;;;;;;2;47;4;20/11/2023 16:18
1784;457;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;30;4;20/11/2023 16:20
1785;457;;;;;;;;;;;;;;;1;1;1;0;1;1;0;;;;;5;10;2;29;6;20/11/2023 16:22
1786;458;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;;;;10;10;1;56;6;20/11/2023 16:24
1787;458;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;10;1;63;6;20/11/2023 16:24
1788;458;;;;;;;;;;;;;;;1;0;1;1;1;1;1;10;5;10;2;;;2;28;5;20/11/2023 16:25
1789;458;;;;;;;;;;;;;;;0;0;1;1;0;0;1;1;2;5;2;;;2;36;5;20/11/2023 16:26
1790;458;1;0;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;35;4;20/11/2023 16:26
1791;458;1;1;1;1;0;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;41;3;20/11/2023 16:31
1792;459;;;;;;;;;;;;;;;1;0;1;1;1;1;1;3;0;4;0;;;2;44;5;20/11/2023 16:31
1793;459;;;;;;;;;;;;;;;1;0;1;0;1;1;1;;;;;1;2;2;41;6;20/11/2023 16:32
1794;459;;;;;;;;;;;;;;;1;1;1;1;1;1;0;5;0;5;3;;;2;62;5;20/11/2023 16:36
1795;459;;;;;;;;;;;;;;;1;1;0;0;0;0;1;;;;;4;4;2;60;6;20/11/2023 16:36
